feedback_id,timestamp_,source,user_id,rating,feedback,escalated_flag,label,sample problem related,customer_type
T1239961,2025-05-11,escalation,WE2900070,1,Vehical is break down,TRUE,,,Operator
T1239980,2025-05-11,escalation,WE7187550,5,,TRUE,,,Operator
T1240121,2025-05-11,escalation,WE189331,,"#trip update issue 
9811455998",TRUE,,,Operator
T1240266,2025-05-11,escalation,WE5551457,,,TRUE,,,Operator
T1240321,2025-05-11,escalation,WE7501129,,"Kyc nhi ho pa rha hh 
Please solv",TRUE,,,Operator
T1241123,2025-05-12,escalation,WE7104541,,20 | Extra Distance : N/A | Extra Distance Expense : N/A,TRUE,,,Operator
T1241352,2025-05-12,escalation,WE5295215,,extra distance charges please remove,TRUE,,,Consigner
T1241941,2025-05-12,escalation,WE4981827,,"#Correct loads not showing 
Vehicle Type with Operator -  14ton showing in app
Loads Type - DL1MA3210 6 ton passing 
cl no. 7988150254 as per op bs 14ton k loads show kr rhe please update
",TRUE,,,Operator
T1242881,2025-05-13,escalation,WE981675,,Sir 2 din ki detansion h loading per,TRUE,,,Operator
T1243009,2025-05-13,escalation,WE5609346,,Issues with due amount,TRUE,,,Consigner
T1243451,2025-05-13,escalation,WE643300,,Party problem please check,TRUE,,,Operator
T1245359,2025-05-14,escalation,WE6130180,,अनलोडिंग नहीं हुआ,TRUE,,,Operator
T1245582,2025-05-14,escalation,WE3112018,5,Need more time for current billing,TRUE,,,Consigner
T1247391,2025-05-15,escalation,WE7577302,,13 tarik ko 11.30 baje  gst off sir ne gadi panda tha  13 tarik 11.30 se 14 tarik rat 7 baje  tak gadi hold tha uska holding charj chahiye,TRUE,,,Operator
T1247483,2025-05-15,escalation,WE5691201,,Abhi tak gadi load nahin hua hai kripya karke jaldi se jaldi load karaen aur document dilvaen,TRUE,,,Operator
T1247731,2025-05-15,escalation,WE3020143,,Customer Tell to wrong number please check customer side and. Please provide correct number and location vehicle waiting for location,TRUE,,,Operator
T1247966,2025-05-15,escalation,WE430870,,Exhausted my credit limit,TRUE,,,Consigner
T1249213,2025-05-16,escalation,WE285719,,`,TRUE,,,Operator
T1249737,2025-05-16,escalation,WE959151,,Gadi ki jhadi,TRUE,,,Operator
T1249867,2025-05-16,escalation,WE3268385,,calling no -9769575202 as per op voc pod nahi mile hai vehicle op le k ja chuka hai unloading point se please check,TRUE,,,Operator
T1251068,2025-05-16,escalation,WE1559720,,Different loca | Extra Distance : 30 | Extra Distance Expense : 600,TRUE,,,Operator
T1252251,2025-05-17,escalation,WE4522831,,"driver not moving
",TRUE,,,Consigner
T1252982,2025-05-17,escalation,WE7353492,,| Unloading Charge : 900 | phone Number : 9549433413 | Name : Vertex kumaran,TRUE,,,Operator
T1253845,2025-05-18,escalation,WE7397619,,Calling no. 9324652231  As per OP voc usne 1865/Rs pay kiye hai loading point pe as a loding charges. op ki baat humare agent se ho rhi thi (is no 9663452422) pe. agent ne op  se bola payment krne ko or vo paise add krwa denge. but abhi agent call recieve nahi kr rhe hai op ka please check this or coordinate with op ( Vehicle is in Transit),TRUE,,,Operator
T1254149,2025-05-18,escalation,WE36362,1,CALLING NO . 8826527314 AS PER OP VOC BILTY NHI MILA HAI VEHICLE UNLOAD HO RAHA HAI PLS PROVIDE BILTY,TRUE,,,Operator
T1254164,2025-05-18,escalation,WE5349483,,"calling no - 9555102061
as per op vehicle unload nhi ho rhi hai and unko 10km aage ander city me aane ke liye bol rhe hai and city ke ander abhi NO ENTRY hai isliye vehicle nhi jaa skti hai ",TRUE,,,Operator
T1255792,2025-05-19,escalation,WE7373794,5,Need more time for current billing,TRUE,,,Consigner
T1256873,2025-05-20,escalation,WE2379026,,BILTI NHI MILI HAI PLZ PROVIDE CALLING NO- 7373735188,TRUE,,,Operator
T1257045,2025-05-20,escalation,WE2209707,,Gari me 500kg mal Jada hai,TRUE,,,Operator
T1257210,2025-05-20,escalation,WE5062358,,Please refund my account,TRUE,,,Operator
T1257780,2025-05-20,escalation,WE2379026,1,No invoice no e Way bill,TRUE,,,Operator
T1257976,2025-05-20,escalation,WE1925365,1,My Vichal yesterday reached one point yesterday load one point today loaded two points loading his their,TRUE,,,Operator
T1258042,2025-05-20,escalation,WE2834554,,"Driver se unloading point pe charge Rs. 3000/- mang rahe hai 
Jisame helmet, shoes, etc  | Unloading Charge : 3000 | phone Number : 9118334471 | Name : 9118334471",TRUE,,,Operator
T1259146,2025-05-20,escalation,WE4515410,,Extra distance for unloading  | Extra Distance : 30 | Extra Distance Expense : 2500,TRUE,,,Operator
T1259201,2025-05-21,escalation,WE7392153,,"op calling no - 8700253998
op unloading party se sampark nahi kar pa rahe hai",TRUE,,,Operator
T1259769,2025-05-21,escalation,WE7112595,,"Parking ka issue hai vehicle night mein unload ho payega plz check 

OP se baat kar lijiye 
Mob no - 9623322781",TRUE,,,Operator
T1253036,2025-05-17,escalation,WE7394779,,Driver holding Material hostage asking for payment when material weight for booking was 2ton vehicle is for 1200kg.,TRUE,,,Consigner
T1253832,2025-05-18,escalation,WE7459972,5,"Advance not received ----


MOb no - 9718739862 ( APP SE TICKET RAISE NHI HORA HAI ) ",TRUE,,,Operator
T1255476,2025-05-19,escalation,WE2326386,,Dl1laf7429,TRUE,,,Operator
T1258151,2025-05-20,escalation,WE6795140,,continue delay from driver,TRUE,,,Consigner
T1258333,2025-05-20,escalation,WE7314552,5,calling no . 9081617555 as per op voc party ab load ke liye bula rahi hai op ne cancel ke request kiya tha but ab cancel nhi krana chahta hai pls cancel na kiya jaye,TRUE,,,Operator
T1258860,2025-05-20,escalation,WE5738342,,calling no . 9812522112 as per op voc vehicle unload ho gya hai but abhi tk bilty nhi mila hai pls provide,TRUE,,,Operator
T1260906,2025-05-21,escalation,WE2528467,,9665303234 as per op khrha hai ki koi bhi  paper n mila hai plz check,TRUE,,,Operator
T1261744,2025-05-22,escalation,WE6278628,,36 ghnte me Khali hua kuch mila nahi,TRUE,,,Operator
T1261925,2025-05-22,escalation,WE2517561,,"calling no - 7015540397 
as per op 15km aagese vehicle load hone ke liye bol rhe hai cx please check ",TRUE,,,Operator
T1264355,2025-05-23,escalation,WE2241064,,,TRUE,,,Operator
T1264472,2025-05-23,escalation,WE7170494,,24 ghante loading hua hai,TRUE,,,Operator
T1264490,2025-05-23,escalation,WE7443392,5,"bill to super scrap traders 
24FOGPS4667G1ZI",TRUE,,,Consigner
T1265617,2025-05-23,escalation,WE5991560,,please Provide the Bilti.,TRUE,,,Consigner
T1265744,2025-05-23,escalation,WE7598990,,"calling no -8860354589 as per op voc 1199 amount subscription  ka account mai chaiya please check 
Manoj Kumar (8860354589) - WE7598990
",TRUE,,,Operator
T1266852,2025-05-24,escalation,WE7325543,1,Issues with due amount,TRUE,,,Consigner
T1267045,2025-05-24,escalation,WE7238186,,"wNt to talk service excecutive
",TRUE,,,Consigner
T1268285,2025-05-24,escalation,WE3084256,,Overload h gaddi,TRUE,,,Operator
T1268437,2025-05-24,escalation,WE2863391,,"trip id . WE35392-2297332
calling no . 
9454979311
as per op voc vehicle 99800 me lgi thi load op ka kyc ke issue ke karan trip transfer kiya gya tha old trip id . WE35392-2297311 . op according 99800 me lgi hai pls check  ",TRUE,,,Operator
T1268844,2025-05-25,escalation,WE7392173,,"op calling no - 9310783965
balance payment nahi mila hai ",TRUE,,,Operator
T1270364,2025-05-26,escalation,WE7150117,,Issues with due amount,TRUE,,,Consigner
T1272239,2025-05-26,escalation,WE4871905,,vehicle ka unloading address change krna hai,TRUE,,,Consigner
T1274052,2025-05-27,escalation,WE5647850,,invoice company ke naam se chahiye,TRUE,,,Consigner
T1274243,2025-05-27,escalation,WE7459304,1,Driver said he is coming on pickup location after 11Am,TRUE,,,Consigner
T1279487,2025-05-29,escalation,WE722509,,"op calling no - 8307202282
As per vehicle type load not showing-
# Correct loads not showing
Vehicle Type with Operator -7 mt , 8 mt 
Loads Type - 14 mt 
as par op , op ko 14 mt ke he load show ho rahe hai pls check ",TRUE,,,Operator
T1279562,2025-05-29,escalation,WE6226588,,Balance transfer account me,TRUE,,,Operator
T1280616,2025-05-30,escalation,WE15578,,9891912560//फारूकDL1aMA5607,TRUE,,,Operator
T1280890,2025-05-30,escalation,WE7522564,5,"#Unable to Update trip
Calling no. 7529982308, As per OP voc uske app m trip update krne ka option  nahi aa rha hai. sirf driver no. change kre or vehicle no. change kre ye option show ho rha hai please check this",TRUE,,,Operator
T1281865,2025-05-30,escalation,WE3550470,,", loading detention add Karen",TRUE,,,Operator
T1283259,2025-05-31,escalation,WE3550470,,calling no 9728479345 as per op voc op bol rha hai trip update nhi ho rha hai plz look,TRUE,,,Operator
T1288137,2025-06-02,escalation,WE344878,,"#TRIP UPDATE ISSUE
CL NO.8059585390 AS PER OP VECHILE UNLOAD HOGYI HAI PLEASE UPDATE",TRUE,,,Operator
T1288380,2025-06-02,escalation,WE1294321,,"
9334762531
 as per op kh rha hai k demand ke according uski gaadi thik tha hai ekdam party ne glt remark ke sath load cancel kr diya hai plz check ",TRUE,,,Operator
T1288524,2025-06-02,escalation,WE5564245,,"#trip update 
calling no . 8929961197 as per op voc vehicle load ho gya hai pls update trip ",TRUE,,,Operator
T1289800,2025-06-03,escalation,WE2467649,,9211121571 as per op kh rha hai driver ke pass sefty shooj  n hone ki vjh se get ke ander n le rhe hai party plz check,TRUE,,,Operator
T1290496,2025-06-03,escalation,WE6411080,,"Gadi no.change karna hai 
RJ14GP7249
DRIVER NO.+918058456685",TRUE,,,Operator
T1292039,2025-06-04,escalation,WE3597296,,"Trip update nhi hora hai    app se vehicle intransit hai GTL stage show hora hai.

Mob no - 7906308011",TRUE,,,Operator
T1292097,2025-06-04,escalation,WE2127390,,9215612847 as per op kh rha hai glti se confrim hua tha tokan refund n hua hai plz check,TRUE,,,Operator
T1292404,2025-06-04,escalation,WE6490171,,"9717369193  as pr op voc prty keh rhi hai 3,4 din khali nhi hogi keh rhi hai ki height zyada hai plz check",TRUE,,,Operator
T1292534,2025-06-04,escalation,WE7661054,5,"ordered  14 feet but 22 feet truck have reached and now they are stuck in our street where as for loading we have to go to main raod hence change the truck to 14 ft only



",TRUE,,,Consigner
T1294039,2025-06-05,escalation,WE493875,,Guardian loading karne mein deri kar rahe hain main iska charge ₹2500 per ghanta lunga aur nahin karte Hain to 2:00 baje ke bad Mera set gadi wapasi Bula rahi hai Faridabad,TRUE,,,Operator
T1296139,2025-06-06,escalation,WE6888152,,Balance payment nahin mila hai,TRUE,,,Operator
T1296888,2025-06-06,escalation,WE317163,,Calling no ---9371220444 As per op voc trip update issue bar bar vehicle no change driver change page open ho raha hai plz check,TRUE,,,Operator
T1299574,2025-06-07,escalation,WE991445,5,Loading ka paisa kharcha,TRUE,,,Operator
T1301006,2025-06-09,escalation,WE2200755,,1500,TRUE,,,Operator
T1301920,2025-06-09,escalation,WE7077154,,"#labour issue 
calling no. 9634307472 op ki gaadi ab tak khali nahi hui hai please check ",TRUE,,,Operator
T1038219,2025-03-04,escalation,WE7290986,1,invoice not available kindly check,TRUE,,,Consigner
T1040714,2025-03-04,escalation,WE7028564,1,will make in a week,TRUE,,,Consigner
T1041114,2025-03-04,escalation,WE5458917,,,TRUE,,,Operator
T1041162,2025-03-04,escalation,WE2481222,,where is Driver now no location update,TRUE,,,Consigner
T1041539,2025-03-05,escalation,WE7298763,,cl no. 7053829084 as per op party se baat nhi ho pa rhi please check,TRUE,,,Operator
T1041698,2025-03-05,escalation,WE689500,1,Extra points  udaipur,TRUE,,,Operator
T1044035,2025-03-05,escalation,WE2342133,,vehicle 7.5ft height pr booked hai but driver loading nahi krne de raha hai please help call me on 7290039708,TRUE,,,Consigner
T1048893,2025-03-06,escalation,WE589207,,9953815277 as per op kh rha hai ki billty aur invoic n mila hai plz check,TRUE,,,Operator
T1049609,2025-03-07,escalation,WE6338118,,"CALLING NO - 9818195216
as per op vehicle 100km aage unload hogi please check ",TRUE,,,Operator
T1051275,2025-03-07,escalation,WE1317596,,Sar party Podi Nahin de rahi hai baat Karen Ek Bar,TRUE,,,Operator
T1052826,2025-03-08,escalation,WE2862026,,Bilti,TRUE,,,Operator
T1053575,2025-03-08,escalation,WE3388667,1,3 pcs material ka LR nhi hai kao ki bad me material dala hai,TRUE,,,Consigner
T1054558,2025-03-08,escalation,WE35086,,Extra running due to Unloading location change  | Extra Distance : 50 | Extra Distance Expense : 2500,TRUE,,,Operator
T1057428,2025-03-09,escalation,WE2151927,,,TRUE,,,Operator
T1058615,2025-03-10,escalation,WE7270494,,want remove detention charge of rupees 1500,TRUE,,,Consigner
T1061730,2025-03-11,escalation,WE6581010,,Issues with payment plan/amount,TRUE,,,Consigner
T1062417,2025-03-11,escalation,WE123400,,"Pod के लिए 600 रूपये मांग रहे है।

कृपया बात करने का कष्ट करें साहब।
🙏",TRUE,,,Operator
T1063152,2025-03-11,escalation,WE3430176,1,NA,TRUE,,,Consigner
T1063229,2025-03-11,escalation,WE3320958,,vehicle not at loading point,TRUE,,,Consigner
T1065168,2025-03-12,escalation,WE717144,,Party not given p o d,TRUE,,,Operator
T1065185,2025-03-12,escalation,WE1231923,,Up80jt9979. 7017344164,TRUE,,,Operator
T1065887,2025-03-12,escalation,WE25622,,Yest,TRUE,,,Operator
T1066240,2025-03-12,escalation,WE3558708,,height is not as per mentioned,TRUE,,,Consigner
T1066513,2025-03-12,escalation,WE6543939,1,My two days detansion,TRUE,,,Operator
T1070862,2025-03-15,escalation,WE3023266,,calling no.8295137846  op bol raha hai meri gaadi ek unloading point k liye lagi hai meri wheelseye ke member se baat hui hai jish number pay baat hui hai mobile no. 6397589401,TRUE,,,Operator
T1071623,2025-03-15,escalation,WE1174163,5,1000 वजन जादा,TRUE,,,Operator
T1072055,2025-03-15,escalation,WE502555,,हमारी गाड़ी फरीदाबाद से पीलीभीत गई थी जो गाड़ी 13 तारीख को 4:19 पर पहुंच गई थी जो आज दिनांक 15 3.2025 को 6:30 बजे के बाद शाम को खाली हुई है टुडेस होल्डिंग अनलोडिंग डिटेंशन लगाने की कृपा करें,TRUE,,,Operator
T1072173,2025-03-15,escalation,WE2199547,,Billity nhi mill hai,TRUE,,,Operator
T1072760,2025-03-16,escalation,WE3694215,,please share current location,TRUE,,,Consigner
T1073105,2025-03-16,escalation,WE5932334,,Party pod nahi de Rahi hai kuch payment issue hai,TRUE,,,Operator
T1073717,2025-03-16,escalation,WE939709,,9664148366 as per op kh rha hai party pod n de rhi hai party whatsapp pe bhejne ko kh rhi hai plz check,TRUE,,,Operator
T1074469,2025-03-17,escalation,WE7517744,,Meri HR61E1314 (gulshan) ye gadi jygi,TRUE,,,Operator
T1074992,2025-03-17,escalation,WE923701,,Two loding point,TRUE,,,Operator
T1076295,2025-03-17,escalation,WE3066732,,vehicle reached 2 days late at unloading point. booked vehicle in express mode. deduct express charges from the payment.,TRUE,,,Consigner
T1076517,2025-03-17,escalation,WE7019435,,Material damage gadi mai nahi huva hau sirji udhar se hi repair karne ko aya hai isliye unone repair damage material recieve kiya karke mention kiya hai baki hamara gadi se koi damage nahi huva hai unloading party se clear lar lijiye,TRUE,,,Operator
T1077585,2025-03-18,escalation,WE435624,1,पार्टी ने गलत adres दिया  | Extra Distance : 15 | Extra Distance Expense : 500,TRUE,,,Operator
T1077648,2025-03-18,escalation,WE521094,,Party bole raha hai gadi point se 50 k.m side mai khali hoga  | Extra Distance : N/A | Extra Distance Expense : N/A,TRUE,,,Operator
T1080875,2025-03-19,escalation,WE2264328,,Stamps nahi tha party ke pass,TRUE,,,Operator
T1082059,2025-03-19,escalation,WE873753,,Sorry unloading nhi hua he ji sir plz sorry sir,TRUE,,,Operator
T1082507,2025-03-19,escalation,WE3388667,,Issues with payment plan/amount,TRUE,,,Consigner
T1082955,2025-03-19,escalation,WE2834554,,461544366858,TRUE,,,Operator
T1085474,2025-03-20,escalation,WE3258314,,Not received advance payment,TRUE,,,Operator
T1085943,2025-03-20,escalation,WE6344231,,Unloading charge | Unloading Charge : 850,TRUE,,,Operator
T1085984,2025-03-20,escalation,WE414441,,Bilty nhi mili,TRUE,,,Operator
T1086479,2025-03-20,escalation,WE1978093,,as per op voc party ka jo admy sath jaega vo cabin me ni bath ke jaega pithe bath ke ja skta op bol rha hai cabin shota hao hai 8750677800,TRUE,,,Operator
T1087167,2025-03-21,escalation,WE35086,,"As per op vehicle at loading hai trip update nhi hora hai app se.

Mob no - 9372766767",TRUE,,,Operator
T1087168,2025-03-21,escalation,WE7417557,,Exhausted my credit limit,TRUE,,,Consigner
T1087682,2025-03-21,escalation,WE5106398,1,Unloading charges issue  | Unloading Charge : 200,TRUE,,,Operator
T1088542,2025-03-21,escalation,WE871503,1,1 Days Transit Harting,TRUE,,,Operator
T1088820,2025-03-21,escalation,WE635961,,Bilti nahi mil rahi h parti bol rahi h weeleye walo se magao,TRUE,,,Operator
T1090295,2025-03-22,escalation,WE2250981,5,सील नहीं है-Party seal lgane se mna kr rhi hai,TRUE,,,Operator
T1091345,2025-03-22,escalation,WE6119952,,700 ke Ji faltu hai,TRUE,,,Operator
T1094287,2025-03-23,escalation,WE4175027,5,calling no . 9818273041 as per op vop party call pickup nhi kr raha hai pls check,TRUE,,,Operator
T1094788,2025-03-23,escalation,WE5329768,,Sir vehicle is very delay so please contact the driver urgent material reached our side,TRUE,,,Consigner
T1095877,2025-03-23,escalation,WE3254246,,Send me builty,TRUE,,,Operator
T1096347,2025-03-24,escalation,WE6030081,,Paper nahin mila gadi load kariye,TRUE,,,Operator
T1096788,2025-03-24,escalation,WE3896673,,"Calling no. 8130194100. As per op voc loading party call recieve nahi kr rha hai. or op abhi loading point pe hai,",TRUE,,,Operator
T1097210,2025-03-24,escalation,WE7287283,,Exhausted my credit limit,TRUE,,,Consigner
T1098106,2025-03-24,escalation,WE7094501,,"CALLING NO - 
9818347295
as per op vehicle load nhi hui hai or cx kuch response nhi de rhe hai please check ",TRUE,,,Operator
T1098144,2025-03-24,escalation,WE5645645,,Advance payment not receive,TRUE,,,Operator
T1098706,2025-03-24,escalation,WE569603,,Sar party ke godown per gadi khadi Thi vahan per party on road gadi Khali kara rahi hai uska police walon Ne 5500hajar rupaye ka chalan kar diya hai uski responsibility wheelchair aur party ki hogi vah payment kripya karke aap mere balance friend mein add Karen aur please reply MI aur yah aapki team ka Banda Hai Hiran jiska hi demand tha usko bhi bataya Gaya uske senior manager Hai unko bhi bataya Gaya Hai Lekin not responsibility not reply not positive kuchh answer to kripya karke yah sab chijon ko aap discuss Karen aur ismein kam Karen aur yah balance rate aap mere mein add karne ka kasht Karen 5500 rupaye | Unloading Charge : 5500,TRUE,,,Operator
T1098856,2025-03-24,escalation,WE7377571,,1.5 Overheight.,TRUE,,,Operator
T1099404,2025-03-24,escalation,WE3789366,,लोडिंग charge mang रहे h | Loading Charge : 400,TRUE,,,Operator
T1099405,2025-03-24,escalation,WE173071,,Want to transfer back my money from wallet to account,TRUE,,,Operator
T1100032,2025-03-25,escalation,WE501593,,Gadi Khali nahi huya ji bat kro ji,TRUE,,,Operator
T1100535,2025-03-25,escalation,WE1472368,,Hamari gadi 3 days hold rahi hai unloading point per Rs3000 dalo,TRUE,,,Operator
T1105792,2025-03-26,escalation,WE340846,,",lenght is 22.6 feet 
Back falka does not close.",TRUE,,,Operator
T1106503,2025-03-26,escalation,WE6516528,,| Extra Distance : 12 | Extra Distance Expense : 1000,TRUE,,,Operator
T1109203,2025-03-27,escalation,WE196102,,Bilty nahi mila,TRUE,,,Operator
T1109452,2025-03-27,escalation,WE3602868,,bookings not done,TRUE,,,Consigner
T1110673,2025-03-27,escalation,WE6368463,,,TRUE,,,Operator
T1111739,2025-03-28,escalation,WE2328006,,kindly give me the driver no,TRUE,,,Consigner
T1111840,2025-03-28,escalation,WE6322031,,the vechile was moved after loading yesterday...bu not updated in the app....,TRUE,,,Consigner
T1112553,2025-03-28,escalation,WE10452,,"apne over load maal behea kr CHIT KIYA HAI ,COURT MAI JANA HOGYA KYA  | Unloading Charge : 18000",TRUE,,,Operator
T1112876,2025-03-28,escalation,WE7097701,,Vahan unload nahin ho raha,TRUE,,,Operator
T1113387,2025-03-28,escalation,WE6131580,,Pod मिलने में देरी,TRUE,,,Operator
T1115037,2025-03-29,escalation,WE517320,,Party builty nhi de ri,TRUE,,,Operator
T1116514,2025-03-29,escalation,WE15285,,Pls send unloading party number,TRUE,,,Operator
T1117658,2025-03-29,escalation,WE1236147,,Bilty nahi mili hai,TRUE,,,Operator
T1119542,2025-03-30,escalation,WE7186931,,Lori nikar,TRUE,,,Operator
T1121654,2025-03-31,escalation,WE1562992,,Amount refund,TRUE,,,Operator
T1122018,2025-03-31,escalation,WE798328,,,TRUE,,,Operator
T1123217,2025-03-31,escalation,WE1684207,,"No,bilty",TRUE,,,Operator
T1146068,2025-04-01,escalation,WE3040131,,"CALLING NO - 8800339661
WE35392-2270877
OP KO BILTY NHI MILI",TRUE,,,Operator
T1146336,2025-04-01,escalation,WE2749387,,Jo jis paper mein diye Hain vah adress per company nahin Hai band hai new plant mein Bula rahe hain vahan se 15 kilometer hai | Extra Distance : 15 | Extra Distance Expense : 1000,TRUE,,,Operator
T1147529,2025-04-01,escalation,WE7074554,1,"invoice amount 10,000 + 5% =10,500 10,500
",TRUE,,,Consigner
T1150170,2025-04-02,escalation,WE7221985,,Balance payment has not been received yet,TRUE,,,Operator
T1151875,2025-04-02,escalation,WE618905,,Not getting otp,TRUE,,,Operator
T1152499,2025-04-03,escalation,WE686677,,"As per op voc op kal se wait ker rhe ahi vehice unload nhi ho pe rhi hai plz check 
calling no - 9813854849",TRUE,,,Operator
T1152777,2025-04-03,escalation,WE7417736,1,Issues with due amount,TRUE,,,Consigner
T1153731,2025-04-03,escalation,WE569603,,Sar apni Marji se aap call reject kar dete hain aap please karke sampark Karen phone karne ka kasht Karen apni aur Jaise aap apna koi bhi ticket result kar dete hain aap mere se jaldi jaldi sampark karenge,TRUE,,,Operator
T1153783,2025-04-03,escalation,WE7117134,,CALLING NO -9711696971 AS PER OP VOC KOE BHI DOCUMENT NAHI MILA HAI PLEASE CHECK,TRUE,,,Operator
T1155775,2025-04-04,escalation,WE3332161,,Bilty still not received,TRUE,,,Operator
T1156173,2025-04-04,escalation,WE405393,,Change vehicle no,TRUE,,,Operator
T1156228,2025-04-04,escalation,WE1799590,1,Hamare gaddi Location par pauch gaya h.Party location 18.Km aage ka bheja h driver ko  | Extra Distance : 18 | Extra Distance Expense : 1600,TRUE,,,Operator
T1157154,2025-04-04,escalation,WE786402,,11 sudhy palbal agya tha paty hod karkar rkhatha g Maro ko to palbal say lodhg btaya tha mara tol astra lga ht lodeg up koshi say hy g | Extra Distance : 40 | Extra Distance Expense : 2000,TRUE,,,Operator
T1157864,2025-04-05,escalation,WE6516420,,I don't have seal-,TRUE,,,Operator
T1158017,2025-04-05,escalation,WE901622,,Anloding Jo btaya gya tha vo alag he | Extra Distance : N/A | Extra Distance Expense : N/A,TRUE,,,Operator
T1158225,2025-04-05,escalation,WE786402,,Calling no - - 9458035481  AS per op voc trip update ki issue ara ha hai plz checkk timing show kar raha hai plz checkk.,TRUE,,,Operator
T1159404,2025-04-05,escalation,WE5519483,,"Whatever money is detailed for my TDS recording, I want me back, I do not understand anything about TDS, otherwise I will mail the team to the next team",TRUE,,,Operator
T1159898,2025-04-05,escalation,WE6750646,,"I did not receive the invoice 
",TRUE,,,Consigner
T1160372,2025-04-06,escalation,WE5329568,,40 रूपये बाका है  | Unloading Charge : 40,TRUE,,,Operator
T1160650,2025-04-06,escalation,WE31106,,Party not unloading the vehicle today and even not giving the proper location to driver and saying he will confirm tonight,TRUE,,,Operator
T1163583,2025-04-07,escalation,WE3546622,,"please make Eway b part
",TRUE,,,Consigner
T1163622,2025-04-07,escalation,WE6252643,,Change location address  | Extra Distance : 1000 | Extra Distance Expense : 1000,TRUE,,,Operator
T1166587,2025-04-08,escalation,WE650951,,"calling no - 9810923003
as per op vehicle unload nhi ho rhi hai please check ",TRUE,,,Operator
T1168110,2025-04-09,escalation,WE7173050,,"calling no - 9049432460
as per op adhar pan  se link nhi hai kyc ka issue aa rha hai isliye subscription amount refund chahte hai please refund",TRUE,,,Operator
T1168119,2025-04-09,escalation,WE2789654,,"Callling no. 9911329410, AS per OP voc unloading party gaadi khali krne se mna kr rahi hai or op se gaadi ko vps loading point pe le jane ke liye boll rahi hai.  please check this",TRUE,,,Operator
T1168960,2025-04-09,escalation,WE7388561,,"Mera gadi 10 ft ka hai customer ne 8 ft k liye apply Kiya huaa hai mera gadi 10 ft tak ho gya hai kripa kr k 2 ft mall gadi se niche utare ya fir extra amount add kre 


Thank you ",TRUE,,,Operator
T1169064,2025-04-09,escalation,WE873922,,CALLING NO - 9555705493 AS PER OP VOC OP KI GADI UNLOAD HO GAYI HAI BUT PARTY POD NAHI DE RAHI HAI PLS CHECK AND UPDATE,TRUE,,,Operator
T1169331,2025-04-09,escalation,WE6411080,,Sar gadi 30 tan ka order tha aur 30 tan per yah Maine gadi lagaya lekin company mein pahunchne ke bad bol rahe hain ki gadi 35 load hoga,TRUE,,,Operator
T1170084,2025-04-10,escalation,WE1343841,,અભી ગાડી ખાલી નહી કરા હે,TRUE,,,Operator
T1195010,2025-04-20,escalation,WE3064912,,Party k pass parking ka space nhi isliye gadi ko safe jagh le jaya ja rha h | Extra Distance : 30 | Extra Distance Expense : 2000,TRUE,,,Operator
T1195184,2025-04-21,escalation,WE7303959,5,Sar ji Udhampur mein rasta band kar rakha hai ramban mein road dhas gaya hai aage gadiyon Ko nahin jaane de rahe hain rasta band kar rakha hai,TRUE,,,Operator
T1195659,2025-04-21,escalation,WE4481470,,please add 1500 charges for unloading and ask driver or vehicle owner to pay right now,TRUE,,,Consigner
T1197958,2025-04-22,escalation,WE3017951,,Abhi tat 393 balance nahi mila h,TRUE,,,Operator
T1198171,2025-04-22,escalation,WE7344465,,Issues with due amount,TRUE,,,Consigner
T1201646,2025-04-23,escalation,WE4289275,,"vechicle is not moving even if i have shared bilty 
",TRUE,,,Consigner
T1201705,2025-04-23,escalation,WE2863002,,"9416456845 - as per op poc gadi unloading point par hai but party bol rhi hai maal unload nhi hoga reject kar rhi hai party maal ko 
plzz check ",TRUE,,,Operator
T1201778,2025-04-23,escalation,WE6934853,,need otp,TRUE,,,Consigner
T1201880,2025-04-23,escalation,WE3623256,5,"CALIING NO. 9728056318 
OP KO ABHI TK BILTY NHI MILI HAI PLZ CHECK",TRUE,,,Operator
T1205904,2025-04-25,escalation,WE6888152,5,,TRUE,,,Operator
T1206976,2025-04-25,escalation,WE7360930,5,CALLING NO. 9660783723 AS PER OP TRIP CANCEL KRNA CHATE HAI OR REQUEST BHI REGISTER KIYA HAI BUTY ABHI KISI NE RESPONCE NHI DIA,TRUE,,,Operator
T1208054,2025-04-26,escalation,WE3552292,,Wrong or missing invoice/POD,TRUE,,,Consigner
T1209433,2025-04-26,escalation,WE1559720,,CALLING NO - 9260951322 AS PER OP VOC TRIP UPDATE NAHI HO RAHE HAI VEHICLE LOADING POINT PE PHUCH GAYE HAI PLEASE CHECK,TRUE,,,Operator
T1209460,2025-04-26,escalation,WE1411719,,Calling no -- 9687103009  As per op voc abhitak bilti nahi mili hai plz check...,TRUE,,,Operator
T1209707,2025-04-26,escalation,WE5988070,1,9833798471 op ko bilti nhi mili hai plzz provide,TRUE,,,Operator
T1210944,2025-04-27,escalation,WE7588623,,need invoice company name without GST need invoice plz,TRUE,,,Consigner
T1212082,2025-04-28,escalation,WE5659333,,Vehicle kyc not complete,TRUE,,,Operator
T1212292,2025-04-28,escalation,WE4871432,,"Gari start nahi ho raha h 
Vehicle breakdown  | Extra Distance : 1 | Extra Distance Expense : 1",TRUE,,,Operator
T1212892,2025-04-28,escalation,WE7511314,,Issues with due amount,TRUE,,,Consigner
