feedback_id,timestamp_,source,user_id,rating,feedback,escalated_flag,label,sample problem related,customer_type
3662678,2025-09-09,trip_feedback,WE5170459,5.0,{}-,FALSE,,,Consigner
3658212,2025-09-09,trip_feedback,WE7480379,5.0,{}-,FALSE,,,Consigner
3718577,2025-09-23,trip_feedback,WE7739765,5.0,{}-,FALSE,,,Consigner
3771707,2025-10-08,trip_feedback,WE4136224,5.0,{}-,FALSE,,,Consigner
3774286,2025-10-15,trip_feedback,WE4862378,5.0,{}-,FALSE,,,Consigner
3742174,2025-10-07,trip_feedback,WE5140565,5.0,{}-,FALSE,,,Consigner
3471229,2025-07-17,trip_feedback,WE6131250,5.0,{}-,FALSE,,,Consigner
3821965,2025-10-28,trip_feedback,WE2827681,5.0,{}-,FALSE,,,Consigner
3295445,2025-05-28,trip_feedback,WE5645916,5.0,{}-,FALSE,,,Consigner
3759351,2025-10-06,trip_feedback,WE3405954,1.0,"{DELIVERY_DELAY,DAMAGED_GOODS,BAD_DRIVER_BEHAVIOUR}-",FALSE,,,Consigner
3329775,2025-06-09,trip_feedback,WE7497389,2.0,{DELIVERY_DELAY}-,FALSE,,,Consigner
3411049,2025-07-04,trip_feedback,WE7649849,4.0,{}-,FALSE,,,Consigner
3613786,2025-08-27,trip_feedback,WE7728651,4.0,{}-,FALSE,,,Consigner
3273273,2025-05-23,trip_feedback,WE7539869,5.0,{}-,FALSE,,,Consigner
3750884,2025-10-03,trip_feedback,WE4702537,5.0,{}-,FALSE,,,Consigner
3468779,2025-07-18,trip_feedback,WE4881865,5.0,{}-,FALSE,,,Consigner
3281353,2025-05-27,trip_feedback,WE3490671,5.0,{}-,FALSE,,,Consigner
3624386,2025-09-02,trip_feedback,WE6992506,5.0,{}-,FALSE,,,Consigner
3282441,2025-05-26,trip_feedback,WE6619007,5.0,{}-,FALSE,,,Consigner
3484530,2025-07-21,trip_feedback,WE2941761,5.0,{}-,FALSE,,,Consigner
3186354,2025-05-13,trip_feedback,WE7304259,5.0,{}-,FALSE,,,Consigner
3239692,2025-05-13,trip_feedback,WE7577039,5.0,{}-,FALSE,,,Consigner
3764929,2025-10-18,trip_feedback,WE5309058,5.0,{}-,FALSE,,,Consigner
3703697,2025-10-30,trip_feedback,WE2871084,5.0,{}-,FALSE,,,Consigner
3766937,2025-10-13,trip_feedback,WE1746024,5.0,{}-,FALSE,,,Consigner
T1565885,2025-11-12,escalation,WE3711150,,9958474408 asper op voc keh rha hai prty se baat nhi ho paa rhi hai plz check app se complaint bna rha hai to chat ka option nhi aa rha hai ,TRUE,,,Operator
T1565928,2025-11-12,escalation,WE5864018,,"Mujhe apne bank Mein transfer karna, 1000",TRUE,,,Operator
T1566010,2025-11-13,escalation,WE1777206,,Shaft joint rear wheel to front wheel is break ,TRUE,,,Operator
T1566431,2025-11-13,escalation,WE944930,,Loading party ka jawab nahin mila gadi gate per khadi hai baat karo bhai sahab,TRUE,,,Operator
T1566628,2025-11-13,escalation,WE7898191,,Need more time to pay,TRUE,,,Consigner
T1567639,2025-11-14,escalation,WE2900070,,Labour Charge  | Unloading Charge : 5000 | phone Number : 8527781510 | Name : Unloading Party ,TRUE,,,Operator
T1568881,2025-11-15,escalation,WE2432461,,Unloading point difference 3  point | Extra Distance : N/A | Extra Distance Expense : N/A,TRUE,,,Operator
T1570210,2025-11-16,escalation,WE2275223,,| Loading Charge : 700 | phone Number : 9712455800 | Name : N/A,TRUE,,,Operator
T1570213,2025-11-16,escalation,WE944930,,CALLING NO -9991880148 AS PER OP VOC VEHICLE DAMAGE HO GAYE HAI OP KI UNLOADING K TIME PE PLEASE CHECK ,TRUE,,,Operator
T1570385,2025-11-16,escalation,WE7076072,,Wrong or missing invoice/POD,TRUE,,,Consigner
T1571504,2025-11-17,escalation,WE20087,,Loading party call nhi utha rhi party ka number bhej do lo,TRUE,,,Operator
T1572176,2025-11-18,escalation,WE7295400,,vehicle hasnt reached the unloading point,TRUE,,,Consigner
T1572853,2025-11-18,escalation,WE7779336,,.,TRUE,,,Consigner
3782903,2025-10-14,trip_feedback,WE6826225,1.0,{APP}-,FALSE,,,Consigner
3494002,2025-07-25,trip_feedback,WE2333021,4.0,{}-Good ,FALSE,,,Consigner
3450248,2025-07-10,trip_feedback,WE6118085,4.0,"{QUICK_DELIVERY,GOOD_DRIVER_BEHAVIOUR,EARLY_PICKUP}-",FALSE,,,Consigner
3541817,2025-08-08,trip_feedback,WE3910088,4.0,{}-,FALSE,,,Consigner
3714328,2025-09-22,trip_feedback,WE6777534,5.0,{}-,FALSE,,,Consigner
3288466,2025-05-25,trip_feedback,WE7649352,4.0,{SUPPORT}-,FALSE,,,Consigner
3772317,2025-10-06,trip_feedback,WE7515018,5.0,{}-,FALSE,,,Consigner
3332100,2025-09-17,trip_feedback,WE7638981,1.0,{SUPPORT}-Before booking sales team say we will given 5% extra discount but after he is not provided ,FALSE,,,Consigner
3665293,2025-09-11,trip_feedback,WE7882713,5.0,{}-,FALSE,,,Consigner
3567009,2025-09-11,trip_feedback,WE7305145,5.0,{}-,FALSE,,,Consigner
3701712,2025-09-22,trip_feedback,WE6864625,5.0,{}-,FALSE,,,Consigner
3724647,2025-09-25,trip_feedback,WE7587380,5.0,{}-,FALSE,,,Consigner
3773550,2025-10-07,trip_feedback,WE5983422,5.0,{}-,FALSE,,,Consigner
3675069,2025-10-15,trip_feedback,WE6880931,2.0,{PICKUP_DELAY}-not good,FALSE,,,Consigner
3615908,2025-09-06,trip_feedback,WE4939442,5.0,{}-,FALSE,,,Consigner
3690912,2025-09-17,trip_feedback,WE7039387,5.0,{}-,FALSE,,,Consigner
3733672,2025-09-26,trip_feedback,WE4690610,5.0,{}-,FALSE,,,Consigner
3739370,2025-10-06,trip_feedback,WE7077062,5.0,{}-,FALSE,,,Consigner
3838595,2025-10-27,trip_feedback,WE7874458,5.0,{}-,FALSE,,,Consigner
3631775,2025-08-31,trip_feedback,WE7167211,5.0,{}-,FALSE,,,Consigner
3367259,2025-08-11,trip_feedback,WE7720432,5.0,{}-,FALSE,,,Consigner
3473184,2025-07-19,trip_feedback,WE7255599,5.0,{}-,FALSE,,,Consigner
3469491,2025-07-25,trip_feedback,WE3198422,5.0,{}-good,FALSE,,,Consigner
3351431,2025-06-12,trip_feedback,WE7025109,5.0,{}-,FALSE,,,Consigner
3591502,2025-08-21,trip_feedback,WE3460924,5.0,{}-,FALSE,,,Consigner
3600609,2025-08-24,trip_feedback,WE7849886,5.0,{}-,FALSE,,,Consigner
3600693,2025-08-25,trip_feedback,WE2119614,5.0,{}-,FALSE,,,Consigner
3584881,2025-08-25,trip_feedback,WE7211426,5.0,{}-,FALSE,,,Consigner
3595013,2025-08-28,trip_feedback,WE5683679,5.0,{}-,FALSE,,,Consigner
3466794,2025-07-17,trip_feedback,WE2987756,5.0,{}-,FALSE,,,Consigner
3287265,2025-05-26,trip_feedback,WE7413737,5.0,{}-,FALSE,,,Consigner
3497282,2025-07-24,trip_feedback,WE7620115,5.0,{}-,FALSE,,,Consigner
3341990,2025-06-09,trip_feedback,WE7675890,5.0,{}-,FALSE,,,Consigner
3218608,2025-05-07,trip_feedback,WE7361194,5.0,{}-,FALSE,,,Consigner
3207823,2025-05-10,trip_feedback,WE7421482,5.0,{}-Good Transport facilities ,FALSE,,,Consigner
3414301,2025-06-30,trip_feedback,WE6581010,5.0,{}-,FALSE,,,Consigner
3428571,2025-07-09,trip_feedback,WE7489668,5.0,{}-,FALSE,,,Consigner
3272520,2025-05-21,trip_feedback,WE5501959,5.0,{}-,FALSE,,,Consigner
3869897,2025-11-08,trip_feedback,WE7551599,5.0,{}-,FALSE,,,Consigner
3874052,2025-11-14,trip_feedback,WE7729205,5.0,{}-,FALSE,,,Consigner
3240341,2025-05-12,trip_feedback,WE7049808,5.0,{}-,FALSE,,,Consigner
3252573,2025-09-03,trip_feedback,WE3149865,5.0,{}-,FALSE,,,Consigner
3611510,2025-09-04,trip_feedback,WE7565974,5.0,{}-,FALSE,,,Consigner
3640348,2025-09-05,trip_feedback,WE7879409,5.0,{}-,FALSE,,,Consigner
3501455,2025-08-22,trip_feedback,WE7561956,5.0,{}-,FALSE,,,Consigner
3447036,2025-07-09,trip_feedback,WE5647235,5.0,{}-,FALSE,,,Consigner
3087348,2025-07-12,trip_feedback,WE4224733,5.0,{}-,FALSE,,,Consigner
3538099,2025-08-08,trip_feedback,WE3973303,5.0,{}-,FALSE,,,Consigner
3868724,2025-11-05,trip_feedback,WE7997031,4.0,{EARLY_PICKUP}-,FALSE,,,Consigner
3859689,2025-11-07,trip_feedback,WE6112948,5.0,{}-,FALSE,,,Consigner
3528424,2025-08-07,trip_feedback,WE4846560,5.0,{}-,FALSE,,,Consigner
3304402,2025-05-30,trip_feedback,WE6977143,4.0,{GOOD_DRIVER_BEHAVIOUR}-,FALSE,,,Consigner
3254166,2025-05-17,trip_feedback,WE7417334,4.0,{}-,FALSE,,,Consigner
3685485,2025-09-13,trip_feedback,WE4070152,5.0,{}-,FALSE,,,Consigner
3720489,2025-09-23,trip_feedback,WE6105964,5.0,{}-,FALSE,,,Consigner
3784778,2025-10-13,trip_feedback,WE7786963,5.0,{}-,FALSE,,,Consigner
3488298,2025-07-20,trip_feedback,WE7593082,5.0,{}-,FALSE,,,Consigner
T1424926,2025-08-09,escalation,WE6336334,,Bahan unload karne mein deri,TRUE,,,Operator
T1425145,2025-08-09,escalation,WE7795550,1.0,"आज गाड़ी को 4,, दिन हो  गया,, खाली हुआ रात में,, अभी तक,, रिसीविंग नहीं मिला है,,,,, गाड़ी पार्टी के गोदाम के अंदर खड़ी है,,,, बाहर भी नहीं निकाल रहा है ",TRUE,,,Operator
T1426165,2025-08-10,escalation,WE7343565,,Damage Issue,TRUE,,,Consigner
T1426669,2025-08-11,escalation,WE7150117,,Need more time for current billing,TRUE,,,Consigner
T1427104,2025-08-11,escalation,WE1973152,1.0,| Extra Distance : 250 | Extra Distance Expense : 20000,TRUE,,,Operator
T1427191,2025-08-11,escalation,WE3162524,5.0,Need more time for current billing,TRUE,,,Consigner
T1428962,2025-08-12,escalation,WE6802180,,Aurangabad Bihar monday to Thursday vehicle hold ,TRUE,,,Operator
T1428963,2025-08-12,escalation,WE6792609,,| Overload : 2000 in tons,TRUE,,,Operator
T1429254,2025-08-12,escalation,WE4659596,,Bilty nhi mil rahi,TRUE,,,Operator
T1429453,2025-08-12,escalation,WE720788,5.0,calling no.  9958270461  op ko loading party ka number nhi mila hai please check ,TRUE,,,Operator
T1430315,2025-08-13,escalation,WE2241176,,Loding ditensan charge add nahi h,TRUE,,,Operator
T1431225,2025-08-13,escalation,WE4762461,,Gadi Delhi se gaya ke liye loading ke liye gadi lagi 60600 mein bhada final Ho Gaya uske bad gadi loading per pahunchi to vahan per gadi loading pahunchne ke bad mein trip okay karte hain vahan per jaane ke bad yahan gadi loading per pahunch Gai to usmein bhada a raha hai kya naam hai 51 hajar 500 rupaye sar Maine to gadi 60000600 ke hisab se lagai hai to aise kaise baton mein iska Koi Samadhan bataiye,TRUE,,,Operator
T1431584,2025-08-13,escalation,WE506019,,"calling no - 9096608580
as per op jo number chat and odin se mila hai usme incoming calls available nhi hai please provide another number urgent",TRUE,,,Operator
T1432178,2025-08-13,escalation,WE1929805,,Over height issue at loading  | Over height : 1 in feet,TRUE,,,Operator
T1432231,2025-08-13,escalation,WE719891,,cl no 8128592112 as per op voc op ko pod nhi mila hai plz look ,TRUE,,,Operator
T1433335,2025-08-14,escalation,WE7462521,,i don't receive 50k coupon ,TRUE,,,Consigner
T1433846,2025-08-14,escalation,WE1110405,,9379422422 as per op kh rha hai ki billiy n mial hai plz check ,TRUE,,,Operator
T1434477,2025-08-15,escalation,WE7448664,,vehicle has uploaded yesterday at evening but they didn't end trip please remove this detention ,TRUE,,,Consigner
T1435286,2025-08-16,escalation,WE2807595,,Vehicle is waiting at unloading point for more then 30 hrs... unloading party not responding...pls arrange to unload vehicle asap,TRUE,,,Operator
T1436751,2025-08-17,escalation,WE2339521,,7073171757  as per op kh rha hai ki kl wheelseye se bat hua tha wheelseye se gaadi roki gi thi aaj wheelseye se call gya hai  kh rhe hai ja ja skte hai unloding pe pe ayment aa gya hai but loading party ne callkr ke rok di hai gaadi kh rhe  hai abhi tk payment n mila hai plz check ,TRUE,,,Operator
T1436932,2025-08-18,escalation,WE6105021,,calling no. 7042175513 as per  op voc party ne vehicle load karwa ke loading point se bahar khadi karwa di he koi bhi paper nahi diya he please check karke provide karwa dijiye ,TRUE,,,Operator
T1437429,2025-08-18,escalation,WE7271450,,Issue in many invoice ,TRUE,,,Consigner
T1437625,2025-08-18,escalation,WE7025109,,vehicles not reached unloading point ,TRUE,,,Consigner
T1437757,2025-08-18,escalation,WE2820976,,.,TRUE,,,Consigner
T1438085,2025-08-18,escalation,WE7265183,,"बैलेंस पेमेंट नहीं हुआ है सर कल से 
कल गाड़ी अनलोड हो गई थी ",TRUE,,,Operator
T1438357,2025-08-18,escalation,WE696085,,8053723373  as per op kh rha hai app se cancel ka request kiya tha jiski vjh se op kh rha hai laodinh point pe hai gaadi jayegi  triop update n ho rha hai plz check ,TRUE,,,Operator
T1439542,2025-08-19,escalation,WE2783120,,Gaddi kal load nhi ki thi aur aaj kah rahe h ji paper abhi nhi milenge wo kah rahe h ki jisse aapne gaddi lagai h unhi se bat kijiye,TRUE,,,Operator
T1439721,2025-08-19,escalation,WE3092179,,cheque already issued,TRUE,,,Consigner
T1440032,2025-08-19,escalation,WE7003348,1.0,2 day no loading  | Loading Charge : 2000 | phone Number : 8003663848 | Name : Rajori garden ,TRUE,,,Operator
T1440072,2025-08-19,escalation,WE25622,,bug,TRUE,,,Consigner
T1440108,2025-08-19,escalation,WE4330124,1.0,Transfer wallet to Bank ,TRUE,,,Operator
T1440122,2025-08-19,escalation,WE147889,, Party ne pehle to location nhe beje kal raat se gade khade te kundli me ab gade pahuch ge to bol rha h hamare pas laber nhe h tumko laber le k aana chahiye,TRUE,,,Operator
T1441585,2025-08-20,escalation,WE6351996,,| Overload : 500 in tons,TRUE,,,Operator
T1442392,2025-08-20,escalation,WE2134718,,truck is already late by 1 hour. showing 17 km away from last 2 hours.Not pickup phone. schedule time was 4:30 and current time is 5:35,TRUE,,,Consigner
T1443429,2025-08-21,escalation,WE7522925,,Issues with due amount,TRUE,,,Consigner
T1444570,2025-08-21,escalation,WE1267950,,Unloading detetion nahi joda gya,TRUE,,,Operator
T1445297,2025-08-22,escalation,WE6116023,,,TRUE,,,Operator
T1446731,2025-08-22,escalation,WE7525087,,wrong vhicle reched hare pl update correct vhicle number,TRUE,,,Consigner
T1448943,2025-08-23,escalation,WE5349815,,"DETENTION CHWRGES ARE CORRECT
",TRUE,,,Consigner
T1449085,2025-08-23,escalation,WE4027389,,Bill recived bilty not receive ,TRUE,,,Operator
T1450109,2025-08-24,escalation,WE7640339,,Balance payment not received loading party not given pod ,TRUE,,,Operator
T1450801,2025-08-25,escalation,WE2750549,,"we have book closed body vehicle.
vehichle which have arrive is open body with 2 feet daala.",TRUE,,,Consigner
T1450903,2025-08-25,escalation,WE518342,,Trip kisne end kr di,TRUE,,,Operator
T1451421,2025-08-25,escalation,WE7803570,1.0,"Vehcile reached Sunday afternoon where labour have weekly off, kindly remove this s charge",TRUE,,,Consigner
3338613,2025-06-07,trip_feedback,WE6947901,5.0,{}-,FALSE,,,Consigner
3562779,2025-08-16,trip_feedback,WE7480379,5.0,{}-,FALSE,,,Consigner
2158735,2025-06-25,trip_feedback,WE3385315,5.0,{}-,FALSE,,,Consigner
3633485,2025-09-05,trip_feedback,WE4796004,5.0,{}-,FALSE,,,Consigner
3431045,2025-07-03,trip_feedback,WE6673425,5.0,{}-,FALSE,,,Consigner
3434059,2025-07-05,trip_feedback,WE7198980,5.0,{}-,FALSE,,,Consigner
3469535,2025-07-16,trip_feedback,WE7710729,5.0,{}-,FALSE,,,Consigner
3903152,2025-11-16,trip_feedback,WE3339863,5.0,{}-,FALSE,,,Consigner
3369055,2025-06-16,trip_feedback,WE7313439,1.0,"{DELIVERY_DELAY,BAD_DRIVER_BEHAVIOUR}-",FALSE,,,Consigner
3544122,2025-08-06,trip_feedback,WE713253,1.0,"{PICKUP_DELAY,DELIVERY_DELAY,BAD_DRIVER_BEHAVIOUR,SUPPORT}-",FALSE,,,Consigner
3420041,2025-07-01,trip_feedback,WE7734666,1.0,{BAD_DRIVER_BEHAVIOUR}-,FALSE,,,Consigner
3825165,2025-10-18,trip_feedback,WE3385638,2.0,{OTHER}-Stortage in goods reported in cosignee. Read POD,FALSE,,,Consigner
3499420,2025-07-27,trip_feedback,WE1547488,4.0,{}-,FALSE,,,Consigner
3515478,2025-07-29,trip_feedback,WE7249671,4.0,{}-,FALSE,,,Consigner
3725809,2025-10-01,trip_feedback,WE3737075,5.0,{}-,FALSE,,,Consigner
3292571,2025-05-28,trip_feedback,WE7592507,5.0,{}-,FALSE,,,Consigner
3619579,2025-09-02,trip_feedback,WE6206873,5.0,{}-,FALSE,,,Consigner
3525799,2025-07-31,trip_feedback,WE7557994,5.0,{}-,FALSE,,,Consigner
3353159,2025-06-18,trip_feedback,WE4742558,5.0,{}-,FALSE,,,Consigner
3380052,2025-06-21,trip_feedback,WE3374884,5.0,{}-,FALSE,,,Consigner
3351706,2025-06-25,trip_feedback,WE7286613,5.0,{}-,FALSE,,,Consigner
3401200,2025-06-26,trip_feedback,WE7376986,5.0,{}-,FALSE,,,Consigner
3441911,2025-07-10,trip_feedback,WE3132552,5.0,{}-,FALSE,,,Consigner
3194927,2025-05-03,trip_feedback,WE7450524,4.0,{}-,FALSE,,,Consigner
3664501,2025-09-09,trip_feedback,WE7535144,5.0,{}-,FALSE,,,Consigner
3677965,2025-09-16,trip_feedback,WE7811388,5.0,{}-,FALSE,,,Consigner
3514228,2025-09-18,trip_feedback,WE2922057,5.0,{}-,FALSE,,,Consigner
3763780,2025-10-03,trip_feedback,WE4070152,5.0,{}-,FALSE,,,Consigner
3672832,2025-10-06,trip_feedback,WE4646952,5.0,{}-,FALSE,,,Consigner
3838104,2025-10-29,trip_feedback,WE7406993,5.0,{}-,FALSE,,,Consigner
3248158,2025-05-17,trip_feedback,WE2119614,5.0,{}-,FALSE,,,Consigner
3463624,2025-07-19,trip_feedback,WE7625826,5.0,{}-,FALSE,,,Consigner
3500713,2025-07-24,trip_feedback,WE7672320,5.0,{}-,FALSE,,,Consigner
3324877,2025-06-11,trip_feedback,WE7574166,5.0,{}-,FALSE,,,Consigner
3256997,2025-05-17,trip_feedback,WE5660758,5.0,{}-,FALSE,,,Consigner
3351085,2025-06-20,trip_feedback,WE7660789,5.0,{}-,FALSE,,,Consigner
3737179,2025-09-30,trip_feedback,WE5037114,1.0,"{DAMAGED_GOODS}-machine me pani gaya h , theek se cover nahi kia gaya tha. ",FALSE,,,Consigner
3669031,2025-09-11,trip_feedback,WE2550082,5.0,{}-,FALSE,,,Consigner
3787191,2025-10-17,trip_feedback,WE1573034,5.0,{}-,FALSE,,,Consigner
3757474,2025-10-19,trip_feedback,WE6408215,5.0,{}-good on time,FALSE,,,Consigner
3384811,2025-06-19,trip_feedback,WE7572287,5.0,{}-good,FALSE,,,Consigner
3590196,2025-08-23,trip_feedback,WE7574411,5.0,{}-,FALSE,,,Consigner
3343522,2025-07-08,trip_feedback,WE2103498,5.0,{}-,FALSE,,,Consigner
3592217,2025-08-25,trip_feedback,WE7432517,5.0,{}-,FALSE,,,Consigner
3289706,2025-06-02,trip_feedback,WE7243454,5.0,{}-,FALSE,,,Consigner
3497052,2025-07-24,trip_feedback,WE3825863,5.0,{}-,FALSE,,,Consigner
3500215,2025-07-26,trip_feedback,WE7660403,5.0,{}-,FALSE,,,Consigner
3343875,2025-06-12,trip_feedback,WE5550131,5.0,{}-,FALSE,,,Consigner
3320889,2025-06-16,trip_feedback,WE7109410,5.0,{}-,FALSE,,,Consigner
3529290,2025-08-01,trip_feedback,WE6030765,5.0,{}-,FALSE,,,Consigner
3432396,2025-07-05,trip_feedback,WE7565974,5.0,{}-,FALSE,,,Consigner
3224879,2025-05-11,trip_feedback,WE6357663,5.0,{}-,FALSE,,,Consigner
3497689,2025-07-31,trip_feedback,WE7786710,5.0,{}-,FALSE,,,Consigner
3353777,2025-06-19,trip_feedback,WE7167211,5.0,{}-,FALSE,,,Consigner
3435770,2025-07-04,trip_feedback,WE7342832,5.0,{}-,FALSE,,,Consigner
3408800,2025-07-11,trip_feedback,WE6664277,5.0,{}-,FALSE,,,Consigner
3265535,2025-05-20,trip_feedback,WE2686455,5.0,{}-,FALSE,,,Consigner
3506282,2025-07-25,trip_feedback,WE7354037,5.0,{}-,FALSE,,,Consigner
3356199,2025-06-15,trip_feedback,WE5609346,5.0,{}-,FALSE,,,Consigner
3380261,2025-06-19,trip_feedback,WE7450142,5.0,{}-,FALSE,,,Consigner
3585567,2025-08-19,trip_feedback,WE2820409,5.0,{}-,FALSE,,,Consigner
3265150,2025-05-18,trip_feedback,WE7638868,5.0,{}-,FALSE,,,Consigner
3292950,2025-05-25,trip_feedback,WE7561781,5.0,{}-,FALSE,,,Consigner
3554298,2025-08-11,trip_feedback,WE7557994,5.0,{}-,FALSE,,,Consigner
3272735,2025-05-31,trip_feedback,WE7642644,5.0,{}-,FALSE,,,Consigner
3206408,2025-05-06,trip_feedback,WE7354518,5.0,{}-,FALSE,,,Consigner
3432023,2025-07-04,trip_feedback,WE6956569,5.0,{}-,FALSE,,,Consigner
3444653,2025-07-08,trip_feedback,WE7590551,5.0,{}-,FALSE,,,Consigner
3618135,2025-08-27,trip_feedback,WE3104729,5.0,{}-,FALSE,,,Consigner
3277001,2025-05-22,trip_feedback,WE7349326,5.0,{}-,FALSE,,,Consigner
3839278,2025-11-04,trip_feedback,WE12001384,5.0,{}-,FALSE,,,Consigner
3838562,2025-10-29,trip_feedback,WE3198422,4.0,{EARLY_PICKUP}-late pickup,FALSE,,,Consigner
3328677,2025-06-09,trip_feedback,WE6993292,4.0,{}-,FALSE,,,Consigner
3361040,2025-06-17,trip_feedback,WE5413543,4.0,{}-,FALSE,,,Consigner
3733459,2025-09-25,trip_feedback,WE5140565,5.0,{}-,FALSE,,,Consigner
3690295,2025-10-07,trip_feedback,WE3180039,5.0,{}-,FALSE,,,Consigner
3802404,2025-10-15,trip_feedback,WE6206873,5.0,{}-,FALSE,,,Consigner
3289653,2025-05-28,trip_feedback,WE2151604,5.0,{}-,FALSE,,,Consigner
3257566,2025-05-19,trip_feedback,WE7527471,5.0,{}-,FALSE,,,Consigner
3504454,2025-07-25,trip_feedback,WE3828842,5.0,{}-,FALSE,,,Consigner
3223255,2025-05-10,trip_feedback,WE6375309,5.0,{}-,FALSE,,,Consigner
3361793,2025-06-14,trip_feedback,WE2600621,5.0,{}-,FALSE,,,Consigner
3360539,2025-06-15,trip_feedback,WE7122711,5.0,{}-,FALSE,,,Consigner
3231192,2025-05-14,trip_feedback,WE5003176,5.0,{}-,FALSE,,,Consigner
3355748,2025-06-17,trip_feedback,WE1335824,5.0,{}-,FALSE,,,Consigner
3015200,2025-06-27,trip_feedback,WE7520153,5.0,{}-,FALSE,,,Consigner
T1453933,2025-08-26,escalation,WE3550470,,Kripya holding add Karen,TRUE,,,Operator
T1454171,2025-08-26,escalation,WE644680,1.0,Party se baat ho gai vah party ki taraf se cartoon box kam tha ismein hamari Koi galti nahin Hai kripya karke hamari balance payment di jaaye,TRUE,,,Operator
T1454225,2025-08-26,escalation,WE5344922,,Over hight ki samasya  | Over height : 5.5 in feet,TRUE,,,Operator
T1454763,2025-08-27,escalation,WE7264633,,no need insurance ,TRUE,,,Consigner
T1455928,2025-08-27,escalation,WE4175027,1.0,cl no. 9818273041 as per op vechile kl pahuch gyi thi // demand cancel hogyi thi fir demand bni hai please check,TRUE,,,Operator
T1456821,2025-08-28,escalation,WE1269219,1.0,Meri gaddi kal khali ho chuki thi kal hi mane pod jama kardi thi Abhi tak bal nahi mila,TRUE,,,Operator
T1457217,2025-08-28,escalation,WE927027,,No unloading detention rec yet ,TRUE,,,Operator
T1457695,2025-08-28,escalation,WE2807595,,"No documents received yet, driver waiting since yesterday night...pls resolve asap",TRUE,,,Operator
T1459402,2025-08-29,escalation,WE3839029,,Please ,TRUE,,,Operator
T1461504,2025-08-30,escalation,WE2140460,,dfesd,TRUE,,,Consigner
T1461644,2025-08-30,escalation,WE7019621,,29 August ko gadi 5:00 baje unloading point per pahunch Gai thi aaj 12:30 baje 30 August ko gadi Khali Hui Hai uska mujhe charge chahie,TRUE,,,Operator
T1462834,2025-08-30,escalation,WE5424116,,सील नहीं है-लोडिंग पार्टी सील नही लगा रही है। सील लगाने से मना कर रही है।,TRUE,,,Operator
T1465075,2025-09-01,escalation,WE5336354,5.0,Unhappy with my payment plan,TRUE,,,Consigner
T1465224,2025-09-01,escalation,WE2201060,1.0,Need more time for current billing,TRUE,,,Consigner
T1467153,2025-09-02,escalation,WE7779167,,Unhappy with my payment plan,TRUE,,,Consigner
T1468913,2025-09-03,escalation,WE4637168,1.0,Sir please Vehicle Very Slow Check & Update ,TRUE,,,Consigner
T1469006,2025-09-03,escalation,WE410122,5.0,"CALLING NO - 9899309436 
WE35392-2346184
AS PER OP VOC PARTY KO DUSARI GAADI MIL GYI THI KM AMOUNT ME ISLIYE CANCEL KI HAI PR PARTY NE REASON WRONG MENTION KIYA HAI OP KO TOKEN CHARGE CHAHIYE PARTY BOL RHI THI 4K LE LO OP NE MNA KR DIYA THA",TRUE,,,Operator
T1471421,2025-09-04,escalation,WE3150854,,80 किलोमीटर दूर बताया 162 किलोमीटर गाड़ी चली | Extra Distance : 80 | Extra Distance Expense : 2000,TRUE,,,Operator
T1471445,2025-09-04,escalation,WE1236147,,Bilty nahi mili hai mal apna khali kara lo 3 hours ho gaya,TRUE,,,Operator
T1471978,2025-09-04,escalation,WE5609346,5.0,Need more time for current billing,TRUE,,,Consigner
T1472263,2025-09-04,escalation,WE139202,,| Overload : 1 in tons,TRUE,,,Operator
T1472551,2025-09-05,escalation,WE4924733,,call me ,TRUE,,,Consigner
T1472971,2025-09-05,escalation,WE3657468,,Bilty,TRUE,,,Operator
T1474929,2025-09-06,escalation,WE1973152,,,TRUE,,,Operator
T1475992,2025-09-07,escalation,WE3368445,,Bailenc pement nahi aaya kya bat hai batao,TRUE,,,Operator
T1476085,2025-09-07,escalation,WE1977570,,Y,TRUE,,,Operator
T1478722,2025-09-08,escalation,WE1977570,,V,TRUE,,,Operator
T1479566,2025-09-09,escalation,WE2910119,,Kyc pending he jama karavo,TRUE,,,Operator
T1479879,2025-09-09,escalation,WE6246697,,Company ne paper mill geyea he otp vali. Billty nai Mila he ,TRUE,,,Operator
T1480282,2025-09-09,escalation,WE7108944,,Issues with due amount,TRUE,,,Consigner
T1480998,2025-09-10,escalation,WE7742054,,PARJKING ISSUE As per op voc vehicle loading point pe hai parking ke liya issue aa rhe hai op ko response ker dejiye calling no - 9561157171  ( vehicle ko 2hr se jada ho gye hai  trip update kiye islye op ko option show nhi hoga ) ,TRUE,,,Operator
T1481039,2025-09-10,escalation,WE1882187,,Stop the load notification ,TRUE,,,Operator
T1481161,2025-09-10,escalation,WE6685876,5.0,Jahan location dijiye vahan per Khali nahin Hui dusri location mein Hui Hai,TRUE,,,Operator
T1481708,2025-09-10,escalation,WE2178876,,Gadi 8 tarikh ko Khali honi Thi gadi 10 tarikh ko Khali Hui Hai uske bich ki jo retention banti hai kripya hamen De jaaye,TRUE,,,Operator
T1482212,2025-09-10,escalation,WE7867433,,Wrong or missing invoice/POD,TRUE,,,Consigner
T1482600,2025-09-10,escalation,WE76986,,147,TRUE,,,Operator
